유형,시도,시군,단지명,조성상태,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
국가,경북,구미시,구미국가(1단지)[재생사업지구],완료,10089,9722,7800,7800,7800,0,100,2976,2339
국가,경북,구미시,구미국가(2-4단지),조성중,16484,12585,7804,7804,7505,299,96,24,23
국가,경북,포항시,포항국가,조성중,28755,17624,16058,16058,16058,0,100,103,94
일반,경북,경산시,경산1,완료,1577,1577,1150,1150,1150,0,100,194,166
일반,경북,경산시,경산2,완료,489,486,333,333,333,0,100,105,97
일반,경북,경주시,건천제1,완료,147,147,114,114,114,0,100,6,6
일반,경북,경주시,건천제2,완료,990,990,761,761,761,0,100,21,21
일반,경북,경주시,석계,완료,146,146,116,116,116,0,100,35,35
일반,경북,경주시,외동,완료,142,142,116,116,116,0,100,22,22
일반,경북,경주시,천북,조성중,1862,1863,1286,1271,1242,29,98,117,116
일반,경북,경주시,화산,완료,150,149,120,120,120,0,100,14,14
일반,경북,상주시,상주청리,완료,1295,1221,960,960,938,22,98,9,6
일반,경북,포항시,포항4,완료,2047,2047,1535,1535,1535,0,100,98,83
일반,경북,고령군,개진,완료,148,148,87,87,87,0,100,35,35
일반,경북,성주군,월항,완료,78,78,52,52,52,0,100,14,11
일반,경북,영주시,영주,완료,178,178,127,127,127,0,100,53,53
일반,경북,칠곡군,왜관,완료,2540,2540,1706,1706,1706,0,100,377,354
일반,경북,고령군,고령1(구 다산),완료,636,636,447,447,447,0,100,68,62
일반,경북,고령군,고령2(구 다산2),완료,766,704,467,467,467,0,100,80,73
농공,경북,경주시,건천,완료,102,102,86,86,86,0,100,7,7
농공,경북,경주시,내남,완료,90,90,72,72,72,0,100,3,3
농공,경북,경주시,서면,완료,113,113,93,93,93,0,100,14,13
농공,경북,경주시,안강,완료,150,150,113,113,113,0,100,13,12
농공,경북,경주시,외동,완료,109,109,92,92,92,0,100,5,5
농공,경북,구미시,고아,완료,206,206,166,166,166,0,100,47,44
농공,경북,구미시,산동,완료,69,69,53,53,53,0,100,16,15
농공,경북,구미시,해평,완료,60,60,43,43,43,0,100,16,16
농공,경북,김천시,감문,완료,105,105,80,80,80,0,100,14,14
농공,경북,김천시,대광,완료,551,550,362,362,362,0,100,33,33
농공,경북,김천시,아포,완료,190,190,135,135,135,0,100,32,32
농공,경북,김천시,지례,완료,57,57,45,45,45,0,100,4,4
농공,경북,문경시,가은,완료,82,82,67,67,67,0,100,11,11
농공,경북,문경시,마성,완료,264,264,214,214,214,0,100,19,19
농공,경북,문경시,산양,완료,172,172,141,141,141,0,100,16,16
농공,경북,문경시,영순,완료,84,84,63,63,63,0,100,5,5
농공,경북,상주시,공성,완료,113,100,78,78,78,0,100,11,9
농공,경북,상주시,외답,완료,235,210,192,192,192,0,100,27,21
농공,경북,상주시,함창,완료,119,119,101,101,101,0,100,14,11
농공,경북,상주시,화동,완료,94,78,68,68,68,0,100,7,5
농공,경북,상주시,화서,완료,105,92,82,82,82,0,100,5,4
농공,경북,안동시,남선,완료,67,66,61,61,61,0,100,16,15
농공,경북,안동시,남후,완료,288,288,201,201,201,0,100,39,39
농공,경북,안동시,풍산,완료,215,215,190,190,190,0,100,27,25
농공,경북,영주시,문수,완료,149,149,107,107,107,0,100,15,14
농공,경북,영주시,봉현,완료,110,110,78,78,78,0,100,25,25
농공,경북,영주시,장수,완료,224,224,155,155,155,0,100,38,38
농공,경북,영주시,적서,완료,308,308,288,288,288,0,100,1,1
농공,경북,영주시,휴천,완료,253,253,196,196,196,0,100,1,1
농공,경북,영천시,고경,완료,57,57,49,49,49,0,100,11,8
농공,경북,영천시,도남,완료,345,330,257,257,257,0,100,17,15
농공,경북,영천시,본촌,완료,147,148,131,131,131,0,100,10,10
농공,경북,영천시,북안,완료,157,157,134,134,134,0,100,15,14
농공,경북,영천시,화산,완료,113,113,103,103,103,0,100,17,14
농공,경북,포항시,청하,완료,195,195,139,139,139,0,100,25,24
농공,경북,고령군,개진,완료,139,139,119,119,119,0,100,32,29
농공,경북,고령군,쌍림,완료,255,255,218,218,218,0,100,46,40
농공,경북,봉화군,봉화,완료,149,149,117,117,117,0,100,16,12
농공,경북,봉화군,봉화제2,완료,135,135,109,109,109,0,100,16,16
농공,경북,성주군,선남,완료,73,73,56,56,56,0,100,10,10
농공,경북,성주군,성주,완료,146,146,107,107,107,0,100,12,11
농공,경북,성주군,월항,완료,258,258,205,205,205,0,100,27,26
농공,경북,영덕군,영덕,완료,150,150,126,126,126,0,100,15,15
농공,경북,예천군,예천,완료,129,129,99,99,99,0,100,8,7
농공,경북,울진군,울진,완료,126,126,92,92,92,0,100,12,11
농공,경북,의성군,다인,완료,206,206,182,182,182,0,100,18,11
농공,경북,의성군,봉양,완료,195,194,161,161,161,0,100,23,19
농공,경북,의성군,의성,완료,165,165,139,139,139,0,100,23,16
농공,경북,청도군,청도,완료,139,139,108,108,108,0,100,14,12
농공,경북,청도군,풍각,완료,252,252,200,200,200,0,100,27,25
농공,경북,칠곡군,기산,완료,176,176,143,143,143,0,100,23,23
국가,경남,거제시,옥포,조성중,5986,5987,3012,3012,3012,0,100,1,1
국가,경남,거제시,죽도,조성중,4181,4180,2776,2337,2337,0,100,1,1
국가,경남,거제시,지세포자원비축,완료,2942,2942,880,880,880,0,100,1,1
국가,경남,통영시,안정,조성중,3864,3863,3021,3021,3021,0,100,12,10
국가,경남,창원시,창원[재생사업지구:부분],조성중,35869,25739,17487,17191,17191,0,100,3292,2836
국가,경남,창원시 진해구,진해,조성중,3269,1663,1588,1588,1588,0,100,3,3
국가,경남,창원시,마산자유무역지역국가산업단지,완료,957,957,758,758,758,0,100,192,192
일반,경남,거제시,오비,완료,196,195,129,129,129,0,100,4,4
일반,경남,김해시,덕암,완료,155,155,106,106,106,0,100,35,35
일반,경남,양산시,어곡,완료,1244,1244,623,623,623,0,100,163,163
일반,경남,진주시,진주상평,완료,2058,2058,1561,1561,1561,0,100,440,440
일반,경남,함안군,칠서,완료,3051,3051,1866,1866,1866,0,100,104,104
일반,경남,창원시 진해구,마천,완료,611,611,479,479,479,0,100,114,114
일반,경남,사천시,사천제1,완료,2356,2149,1639,1639,1634,5,100,52,47
일반,경남,사천시,사천제2,완료,1616,1362,801,801,801,0,100,19,17
일반,경남,양산시,양산[재생사업지구],완료,1845,1529,1272,1272,1272,0,100,113,113
농공,경남,김해시,나전,완료,144,144,94,94,94,0,100,30,30
농공,경남,김해시,내삼,완료,113,112,91,91,91,0,100,39,39
농공,경남,김해시,병동,완료,148,148,96,96,96,0,100,26,26
농공,경남,김해시,봉림,완료,93,93,66,66,66,0,100,2,2
농공,경남,김해시,안하,완료,127,127,98,98,98,0,100,46,46
농공,경남,김해시,진영죽곡,완료,405,405,346,346,346,0,100,79,79
농공,경남,밀양시,부북특별,조성중,161,108,108,108,108,0,100,3,3
농공,경남,밀양시,상남특별,완료,84,84,76,76,76,0,100,2,2
농공,경남,밀양시,초동특별,완료,327,307,263,263,263,0,100,44,44
농공,경남,밀양시,하남,완료,179,177,153,153,153,0,100,42,42
농공,경남,사천시,곤양,완료,84,84,59,59,59,0,100,9,9
농공,경남,사천시,두량전문,완료,118,118,90,90,90,0,100,24,21
농공,경남,사천시,사남,완료,568,568,481,481,481,0,100,46,41
농공,경남,사천시,송포,완료,104,104,83,83,83,0,100,19,19
농공,경남,양산시,웅상,완료,86,86,70,70,70,0,100,10,10
농공,경남,진주시,대곡,완료,133,133,95,95,95,0,100,17,17
농공,경남,진주시,사봉,완료,147,147,109,109,109,0,100,18,18
농공,경남,진주시,이반성,완료,141,141,111,111,111,0,100,9,9
농공,경남,진주시,진성,완료,86,86,60,60,60,0,100,16,16
농공,경남,거창군,남산,완료,154,154,120,120,120,0,100,19,18
농공,경남,거창군,당산,완료,103,103,82,82,82,0,100,9,8
농공,경남,거창군,서울우유,완료,93,93,49,49,49,0,100,1,1
농공,경남,거창군,석강,완료,152,152,127,127,127,0,100,9,8
농공,경남,거창군,정장,완료,52,52,45,45,45,0,100,8,7
농공,경남,고성군,세송,완료,150,150,116,116,116,0,100,6,5
농공,경남,고성군,율대,완료,105,105,82,82,82,0,100,12,7
농공,경남,고성군,회화,완료,92,92,74,74,74,0,100,9,5
농공,경남,남해군,고현,완료,54,54,43,43,43,0,100,11,10
농공,경남,산청군,금서,완료,156,156,118,118,118,0,100,11,11
농공,경남,산청군,산청,완료,112,112,84,84,84,0,100,9,9
농공,경남,의령군,동동,완료,291,275,225,225,225,0,100,22,15
농공,경남,의령군,봉수,완료,317,317,277,277,277,0,100,31,30
농공,경남,의령군,부림,완료,147,147,119,119,119,0,100,8,8
농공,경남,의령군,정곡,완료,62,57,47,47,47,0,100,5,5
농공,경남,창녕군,남지,완료,44,44,39,39,39,0,100,7,6
농공,경남,창녕군,대합,완료,86,86,75,75,75,0,100,12,10
농공,경남,하동군,고전,완료,76,76,57,57,57,0,100,6,6
농공,경남,하동군,적량,완료,65,65,49,49,49,0,100,7,5
농공,경남,함안군,가야,완료,77,77,66,66,66,0,100,4,4
농공,경남,함안군,군북,완료,99,99,78,78,78,0,100,17,17
농공,경남,함안군,법수,완료,226,226,178,178,178,0,100,21,18
농공,경남,함안군,산인,완료,129,129,103,103,103,0,100,22,16
농공,경남,함안군,파수,완료,166,166,146,146,146,0,100,36,29
농공,경남,함양군,수동,완료,106,102,85,85,85,0,100,12,12
농공,경남,함양군,원평,완료,136,136,106,106,106,0,100,3,3
농공,경남,함양군,이은,완료,40,40,34,34,34,0,100,6,6
농공,경남,합천군,야로,완료,114,114,95,95,95,0,100,15,13
농공,경남,합천군,율곡,완료,235,235,190,190,190,0,100,24,24
농공,경남,합천군,적중,완료,93,93,79,79,79,0,100,5,4
농공,경남,창원시 마산합포구,진북,완료,133,133,111,111,111,0,100,24,24
국가,제주,제주시,제주첨단과학기술,완료,1099,1099,415,415,415,0,100,193,193
농공,제주,서귀포시,대정,완료,115,115,94,94,94,0,100,24,21
농공,제주,제주시,구좌,완료,67,67,49,49,49,0,100,18,18
농공,제주,제주시,금능,완료,130,130,97,97,97,0,100,19,19
