유형 ,시도 ,시군 ,단지명 ,조성상태 ,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
일반,경기,안산시,팔곡,완료,141 ,141 ,64 ,64 ,64 ,0 ,100 ,39 ,39 
일반,경기,용인시,농서,완료,54 ,54 ,46 ,46 ,46 ,0 ,100 ,3 ,2 
일반,경기,용인시 처인구,완장,조성중,124 ,124 ,94 ,94 ,94 ,0 ,100 ,2 ,2 
일반,경기,안성시,마정,조성중,61 ,60 ,43 ,26 ,26 ,0 ,100 ,3 ,3 
일반,경기,안성시,볼빅,조성중,70 ,70 ,42 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,이천시,신갈,완료,60 ,60 ,47 ,47 ,47 ,0 ,100 ,1 ,1 
일반,경기,안성시,마산,완료,75 ,75 ,61 ,61 ,61 ,0 ,100 ,1 ,1 
일반,경기,오산시,세마,완료,92 ,92 ,79 ,79 ,79 ,0 ,100 ,10 ,10 
일반,경기,포천시,금현,완료,141 ,140 ,93 ,93 ,93 ,0 ,100 ,14 ,13 
일반,경기,화성시,화성정남,조성중,570 ,570 ,386 ,386 ,386 ,0 ,100 ,123 ,101 
일반,경기,안성시,장원2,완료,60 ,60 ,40 ,40 ,33 ,7 ,83 ,7 ,6 
일반,경기,평택시,평택브레인시티,미개발,4825 ,4825 ,1735 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,통삼,완료,49 ,49 ,37 ,37 ,37 ,0 ,100 ,7 ,6 
일반,경기,안성시,강문,조성중,88 ,88 ,65 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,양주시,서울우유,완료,196 ,196 ,111 ,111 ,111 ,0 ,100 ,1 ,1 
일반,경기,양주시,원,조성중,121 ,121 ,78 ,20 ,20 ,0 ,100 ,0 ,0 
일반,경기,평택시,진위3(kdb Utoplex),미개발,828 ,826 ,531 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,지곡,완료,72 ,72 ,46 ,46 ,46 ,0 ,100 ,2 ,1 
일반,경기,안성시,동항2,완료,150 ,150 ,104 ,104 ,104 ,0 ,100 ,20 ,19 
일반,경기,용인시,용인패키징디자인,완료,59 ,59 ,49 ,49 ,49 ,0 ,100 ,8 ,6 
일반,경기,이천시,관리,완료,38 ,38 ,32 ,32 ,32 ,0 ,100 ,4 ,2 
일반,경기,용인시,용인SG패션,조성중,54 ,51 ,28 ,2 ,2 ,0 ,100 ,0 ,0 
일반,경기,용인시,한컴,완료,59 ,59 ,49 ,49 ,49 ,0 ,100 ,1 ,1 
일반,경기,화성시,화성송산테크노파크,완료,529 ,528 ,364 ,364 ,364 ,0 ,100 ,153 ,99 
일반,경기,김포시,대포,조성중,250 ,250 ,171 ,0 ,0 ,0 ,0 ,47 ,32 
일반,경기,의왕시,의왕테크노파크,완료,158 ,158 ,79 ,79 ,79 ,0 ,100 ,679 ,679 
일반,경기,양주시,은남,조성중,992 ,992 ,714 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,화성시,동방,조성중,119 ,119 ,73 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,가유,조성중,114 ,114 ,79 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,김포시,학운6,조성중,565 ,563 ,344 ,344 ,316 ,28 ,92 ,167 ,121 
일반,경기,포천시,에코그린,조성중,308 ,308 ,234 ,234 ,180 ,54 ,77 ,0 ,0 
일반,경기,연천군,연천BIX(은통),완료,600 ,600 ,391 ,391 ,84 ,307 ,21 ,25 ,0 
일반,경기,화성시,영진바이오,완료,45 ,45 ,37 ,37 ,37 ,0 ,100 ,1 ,1 
일반,경기,김포시,학운4-1,조성중,135 ,135 ,79 ,79 ,77 ,2 ,97 ,45 ,35 
일반,경기,안성시,동문,조성중,78 ,78 ,57 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,포천시,진목,미개발,90 ,90 ,69 ,0 ,0 ,0 ,0 ,1 ,0 
일반,경기,안성시,마산2,조성중,126 ,127 ,78 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,북좌,미개발,42 ,42 ,35 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,축현2,완료,71 ,69 ,37 ,37 ,37 ,0 ,100 ,1 ,1 
일반,경기,용인시,용인테크노밸리(구 덕성),완료,839 ,839 ,519 ,519 ,519 ,0 ,100 ,146 ,124 
일반,경기,평택시,평택드림테크(구 신재생),완료,1345 ,1330 ,908 ,908 ,908 ,0 ,100 ,0 ,0 
일반,경기,시흥시,광명시흥,미개발,975 ,973 ,468 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,파주센트럴밸리,조성중,493 ,493 ,300 ,300 ,300 ,0 ,100 ,47 ,29 
일반,경기,평택시,서탄(구 유창),미개발,280 ,280 ,193 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택BIX(경기경제자유구역),완료,1044 ,1044 ,782 ,782 ,371 ,411 ,47 ,37 ,6 
일반,경기,안성시,안성제5일반산업단지(구: 안성중소기업),미개발,709 ,709 ,400 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,제일,조성중,56 ,56 ,46 ,37 ,0 ,37 ,0 ,0 ,0 
일반,경기,안성시,안성하이랜드,조성중,293 ,293 ,207 ,0 ,0 ,0 ,0 ,21 ,19 
일반,경기,김포시,학운5,조성중,893 ,890 ,519 ,0 ,0 ,0 ,0 ,67 ,24 
일반,경기,화성시,동진,조성중,182 ,182 ,131 ,0 ,0 ,0 ,0 ,1 ,1 
일반,경기,김포시,학운7,미개발,187 ,187 ,118 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,파평,완료,595 ,595 ,387 ,387 ,256 ,131 ,66 ,22 ,3 
일반,경기,오산시,오산가장제3,완료,163 ,163 ,104 ,104 ,104 ,0 ,100 ,34 ,24 
일반,경기,이천시,남이천,완료,55 ,54 ,46 ,46 ,46 ,0 ,100 ,3 ,0 
일반,경기,용인시,용인반도체클러스터,조성중,4156 ,4010 ,2696 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,안성테크노밸리,조성중,765 ,765 ,467 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,백암,조성중,50 ,50 ,35 ,13 ,13 ,0 ,100 ,0 ,0 
일반,경기,이천시,이천유산,조성중,50 ,50 ,36 ,0 ,0 ,0 ,0 ,2 ,0 
일반,경기,용인시 처인구,제2용인테크노밸리,미개발,272 ,269 ,143 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,김포시,학운3-1,미개발,119 ,119 ,55 ,0 ,0 ,0 ,0 ,9 ,0 
일반,경기,화성시,H-테크노밸리일반산업단지,미개발,736 ,735 ,414 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택첨단복합일반산업단지,미개발,460 ,460 ,316 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안산시,안산신길일반산업단지,미개발,279 ,279 ,133 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,이천시,대월2일반산업단지,미개발,46 ,46 ,34 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택서탄제2일반산업단지,미개발,290 ,290 ,236 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,안성축산식품복합일반산업단지,미개발,158 ,159 ,87 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,여주가남일반산업단지,미개발,57 ,57 ,38 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시 처인구,용인죽능일반산업단지,미개발,69 ,49 ,45 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,가남신해1일반산업단지,미개발,55 ,28 ,26 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,가남신해2일반산업단지,미개발,57 ,30 ,24 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,가남신해3일반산업단지,미개발,59 ,39 ,38 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,가남신해4일반산업단지,미개발,50 ,28 ,27 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,여주시,가남신해5일반산업단지,미개발,51 ,28 ,26 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,강릉시,강릉과학,완료,1487 ,1487 ,856 ,856 ,804 ,52 ,94 ,157 ,149 
일반,강원,강릉시,강릉중소,완료,164 ,164 ,69 ,69 ,69 ,0 ,100 ,36 ,22 
일반,강원,원주시,원주자동차부품,완료,93 ,93 ,78 ,78 ,78 ,0 ,100 ,6 ,3 
일반,강원,춘천시,남면,완료,65 ,64 ,31 ,31 ,31 ,0 ,100 ,1 ,1 
일반,강원,춘천시,전력IT문화복합,완료,354 ,354 ,102 ,102 ,102 ,0 ,100 ,15 ,15 
일반,강원,홍천군,홍천북방,완료,525 ,525 ,435 ,435 ,435 ,0 ,100 ,2 ,2 
일반,강원,횡성군,우천,완료,755 ,755 ,510 ,510 ,472 ,38 ,93 ,20 ,18 
일반,강원,삼척시,삼척종합발전,조성중,2581 ,2581 ,1726 ,1724 ,1724 ,0 ,100 ,1 ,0 
일반,강원,춘천시,남춘천,조성중,267 ,268 ,193 ,193 ,193 ,0 ,100 ,25 ,19 
일반,강원,동해시,북평제2,조성중,593 ,593 ,310 ,310 ,88 ,222 ,28 ,0 ,0 
일반,강원,강릉시,강릉옥계,조성중,482 ,482 ,382 ,187 ,187 ,0 ,100 ,1 ,0 
일반,강원,동해시,송정,완료,323 ,323 ,269 ,269 ,269 ,0 ,100 ,1 ,1 
일반,강원,원주시,동화,완료,409 ,409 ,277 ,277 ,277 ,0 ,100 ,28 ,27 
일반,강원,원주시,부론,조성중,609 ,609 ,369 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,철원군,플라즈마,조성중,315 ,315 ,208 ,208 ,7 ,201 ,3 ,2 ,0 
일반,강원,태백시,동점(구 태백스포츠),완료,216 ,218 ,114 ,114 ,91 ,23 ,80 ,5 ,5 
일반,강원,원주시,문막[재생사업지구],완료,396 ,336 ,198 ,198 ,198 ,0 ,100 ,24 ,20 
일반,강원,원주시,문막반계 (① + ②),조성중,423 ,420 ,282 ,282 ,266 ,16 ,94 ,38 ,34 
일반,강원,원주시,   문막반계 ①,조성중,339 ,336 ,198 ,198 ,182 ,16 ,92 ,30 ,28 
일반,강원,원주시,   문막반계(문막중소협력외국인) ②,완료,84 ,84 ,84 ,84 ,84 ,0 ,100 ,8 ,6 
일반,강원,원주시,우산,완료,346 ,346 ,288 ,288 ,288 ,0 ,100 ,20 ,15 
일반,강원,원주시,포진,조성중,96 ,96 ,67 ,37 ,0 ,37 ,0 ,0 ,0 
일반,강원,춘천시,후평[재생사업지구],완료,483 ,487 ,263 ,263 ,263 ,0 ,100 ,425 ,338 
일반,강원,삼척시,호산(LNG),완료,982 ,980 ,722 ,722 ,722 ,0 ,100 ,1 ,1 
일반,강원,춘천시,동춘천(구 봉명),완료,539 ,538 ,314 ,314 ,314 ,0 ,100 ,27 ,25 
일반,강원,강릉시,옥계첨단소재융합,완료,383 ,383 ,201 ,201 ,0 ,201 ,0 ,0 ,0 
일반,강원,태백시,철암고터실일반산업단지,미개발,200 ,199 ,127 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,삼척시,삼척수소특화일반산업단지,조성중,139 ,139 ,87 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,제천시,제천,완료,1472 ,1472 ,729 ,729 ,729 ,0 ,100 ,46 ,45 
일반,충북,제천시,제천제2,완료,1307 ,1307 ,788 ,788 ,788 ,0 ,100 ,52 ,48 
일반,충북,청주시,청주[재생사업지구:부분],완료,4098 ,4098 ,2906 ,2906 ,2906 ,0 ,100 ,743 ,714 
일반,충북,청주시,청주테크노폴리스,조성중,3795 ,1846 ,1425 ,1425 ,1328 ,97 ,93 ,18 ,14 
일반,충북,충주시,중원,완료,375 ,375 ,204 ,204 ,204 ,0 ,100 ,30 ,29 
일반,충북,충주시,충주DH,완료,77 ,77 ,73 ,73 ,73 ,0 ,100 ,3 ,2 
일반,충북,충주시,만정,완료,50 ,50 ,45 ,45 ,45 ,0 ,100 ,2 ,2 
일반,충북,충주시,충주제1,완료,1270 ,1270 ,817 ,817 ,817 ,0 ,100 ,45 ,40 
일반,충북,충주시,충주제3,완료,129 ,129 ,103 ,103 ,103 ,0 ,100 ,9 ,8 
일반,충북,충주시,충주제4,완료,176 ,176 ,156 ,156 ,156 ,0 ,100 ,4 ,4 
일반,충북,충주시,충주첨단,완료,1992 ,1920 ,916 ,916 ,916 ,0 ,100 ,61 ,56 
일반,충북,괴산군,괴산첨단,완료,468 ,468 ,294 ,294 ,294 ,0 ,100 ,15 ,10 
일반,충북,영동군,주곡,조성중,149 ,149 ,84 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,영동군,영동,완료,999 ,999 ,594 ,594 ,580 ,14 ,98 ,36 ,25 
일반,충북,옥천군,청산,완료,353 ,352 ,255 ,255 ,224 ,31 ,88 ,10 ,10 
일반,충북,음성군,금왕,완료,571 ,571 ,414 ,414 ,407 ,7 ,98 ,11 ,11 
일반,충북,음성군,대풍,완료,439 ,435 ,325 ,325 ,325 ,0 ,100 ,11 ,11 
일반,충북,음성군,맹동,완료,419 ,419 ,274 ,274 ,274 ,0 ,100 ,42 ,41 
일반,충북,음성군,원남,완료,1113 ,1111 ,794 ,794 ,793 ,1 ,100 ,71 ,63 
일반,충북,음성군,육령,완료,63 ,63 ,40 ,40 ,40 ,0 ,100 ,1 ,0 
일반,충북,음성군,음성이테크,완료,135 ,135 ,81 ,81 ,81 ,0 ,100 ,21 ,8 
일반,충북,음성군,음성하이텍,완료,397 ,397 ,313 ,313 ,313 ,0 ,100 ,17 ,3 
일반,충북,음성군,중부,완료,148 ,148 ,115 ,115 ,115 ,0 ,100 ,1 ,1 
일반,충북,증평군,증평,완료,682 ,682 ,507 ,507 ,507 ,0 ,100 ,12 ,11 
일반,충북,증평군,증평2,완료,702 ,703 ,515 ,515 ,515 ,0 ,100 ,35 ,31 
일반,충북,진천군,이월,완료,300 ,300 ,213 ,213 ,213 ,0 ,100 ,6 ,6 
일반,충북,진천군,초평은암,완료,611 ,611 ,265 ,265 ,265 ,0 ,100 ,12 ,9 
일반,충북,음성군,리노삼봉,조성중,246 ,246 ,182 ,155 ,155 ,0 ,100 ,11 ,5 
일반,충북,진천군,문백정밀기계,완료,400 ,400 ,142 ,142 ,142 ,0 ,100 ,4 ,4 
일반,충북,괴산군,괴산자연드림파크산업단지(구:괴산유기식품),조성중,806 ,806 ,185 ,185 ,50 ,135 ,27 ,14 ,14 
일반,충북,단양군,단양(구 단양신소재),완료,351 ,350 ,189 ,189 ,189 ,0 ,100 ,10 ,10 
일반,충북,음성군,상우(구 감곡),조성중,574 ,574 ,378 ,378 ,378 ,0 ,100 ,0 ,0 
일반,충북,진천군,문백금성,완료,118 ,118 ,69 ,69 ,69 ,0 ,100 ,2 ,2 
일반,충북,진천군,문백태흥(구 태략협동화),조성중,97 ,97 ,74 ,74 ,74 ,0 ,100 ,4 ,3 
일반,충북,충주시,대신,완료,47 ,47 ,28 ,28 ,28 ,0 ,100 ,1 ,1 
일반,충북,증평군,덕유,완료,60 ,60 ,40 ,40 ,40 ,0 ,100 ,1 ,0 
일반,충북,음성군,생극,완료,457 ,457 ,313 ,313 ,313 ,0 ,100 ,38 ,31 
일반,충북,진천군,죽현,완료,145 ,145 ,119 ,119 ,119 ,0 ,100 ,2 ,2 
일반,충북,충주시,KGC예본(구 KT&G),완료,87 ,92 ,59 ,59 ,59 ,0 ,100 ,1 ,1 
일반,충북,괴산군,괴산대제(건축자재),완료,849 ,849 ,554 ,554 ,554 ,0 ,100 ,44 ,43 
일반,충북,음성군,오선,완료,459 ,459 ,349 ,349 ,349 ,0 ,100 ,19 ,14 
일반,충북,청주시,오창과학 (① + ②),완료,9597 ,8357 ,4487 ,4487 ,4422 ,65 ,99 ,234 ,228 
일반,충북,청주시,   오창과학 ①,완료,8843 ,7797 ,3927 ,3927 ,3927 ,0 ,100 ,221 ,215 
일반,충북,청주시,   오창(외국인) ②,완료,754 ,560 ,560 ,560 ,495 ,65 ,88 ,13 ,13 
일반,충북,청주시,오창제2,완료,1390 ,1390 ,520 ,520 ,520 ,0 ,100 ,8 ,8 
일반,충북,청주시,현도,완료,719 ,719 ,415 ,415 ,415 ,0 ,100 ,4 ,4 
일반,충북,청주시,옥산,완료,1393 ,1392 ,768 ,768 ,768 ,0 ,100 ,60 ,53 
일반,충북,청주시,청주에어로폴리스2지구,조성중,409 ,409 ,240 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,유촌,완료,413 ,413 ,284 ,284 ,284 ,0 ,100 ,41 ,28 
일반,충북,청주시,강내,완료,67 ,66 ,54 ,54 ,54 ,0 ,100 ,1 ,0 
일반,충북,진천군,산수 (① + ②),완료,1304 ,1296 ,868 ,868 ,868 ,0 ,100 ,75 ,70 
일반,충북,진천군,   산수 ①,완료,1196 ,1188 ,760 ,760 ,760 ,0 ,100 ,72 ,68 
일반,충북,진천군,   산수(산수중소협력외국인) ②,완료,108 ,108 ,108 ,108 ,108 ,0 ,100 ,3 ,2 
일반,충북,보은군,보은동부,완료,688 ,688 ,358 ,358 ,358 ,0 ,100 ,1 ,1 
일반,충북,청주시 흥덕구,오송제2생명과학,완료,3284 ,1680 ,1162 ,1162 ,1162 ,0 ,100 ,116 ,77 
일반,충북,충주시,충주제5,완료,296 ,296 ,203 ,203 ,6 ,197 ,3 ,7 ,7 
일반,충북,보은군,보은,완료,1276 ,1276 ,799 ,799 ,731 ,68 ,91 ,53 ,42 
일반,충북,제천시,제천제3,완료,1088 ,1088 ,699 ,699 ,536 ,163 ,77 ,12 ,12 
일반,충북,충주시,충주인프라시티,완료,149 ,149 ,60 ,60 ,60 ,0 ,100 ,1 ,1 
일반,충북,옥천군,옥천테크노밸리(구:옥천제2의료기기),완료,357 ,357 ,235 ,235 ,219 ,16 ,93 ,3 ,3 
일반,충북,음성군,성본,완료,2002 ,2002 ,781 ,781 ,596 ,185 ,76 ,56 ,36 
일반,충북,진천군,에스폼,완료,414 ,413 ,274 ,274 ,274 ,0 ,100 ,2 ,2 
일반,충북,진천군,케이푸드밸리(구 송두),완료,832 ,832 ,655 ,655 ,655 ,0 ,100 ,5 ,3 
일반,충북,괴산군,충청북도수산식품,완료,76 ,76 ,30 ,30 ,25 ,5 ,83 ,4 ,4 
일반,충북,음성군,성안,조성중,136 ,136 ,69 ,68 ,68 ,0 ,100 ,0 ,0 
일반,충북,음성군,금왕테크노밸리,조성중,1083 ,1083 ,739 ,721 ,721 ,0 ,100 ,76 ,54 
일반,충북,충주시,화석,완료,71 ,71 ,44 ,44 ,44 ,0 ,100 ,1 ,1 
일반,충북,청주시,청주센트럴벨리일반산업단지(구:국사),조성중,958 ,958 ,504 ,384 ,329 ,55 ,86 ,20 ,0 
일반,충북,청주시,오창테크노폴리스,조성중,2017 ,2017 ,1290 ,926 ,788 ,138 ,85 ,12 ,0 
일반,충북,충주시,충주특화기술(구 녹색패션),조성중,201 ,201 ,98 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,신척(구 진천),완료,1536 ,1536 ,1025 ,1025 ,1025 ,0 ,100 ,99 ,94 
일반,충북,청주시,오창제3(구 성재),완료,576 ,576 ,365 ,365 ,365 ,0 ,100 ,36 ,35 
일반,충북,충주시,충주메가폴리스,완료,1784 ,1783 ,1236 ,1236 ,1236 ,0 ,100 ,59 ,57 
일반,충북,충주시,동충주(구:북부),완료,1387 ,1387 ,859 ,859 ,431 ,428 ,50 ,13 ,10 
일반,충북,음성군,맹동인곡,조성중,1735 ,1735 ,917 ,853 ,411 ,442 ,48 ,22 ,0 
일반,충북,음성군,성안제2,조성중,279 ,279 ,178 ,56 ,56 ,0 ,100 ,0 ,0 
일반,충북,충주시,산척,조성중,132 ,132 ,88 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,남청주현도,조성중,1051 ,1051 ,354 ,174 ,128 ,46 ,74 ,29 ,0 
일반,충북,음성군,용산,조성중,1036 ,1036 ,638 ,638 ,613 ,25 ,96 ,24 ,3 
일반,충북,청주시,서오창테크노밸리,조성중,900 ,900 ,470 ,470 ,406 ,64 ,86 ,74 ,2 
일반,충북,청주시,오송화장품,미개발,795 ,795 ,370 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주하이테크밸리,조성중,1007 ,998 ,642 ,521 ,521 ,0 ,100 ,20 ,0 
일반,충북,청주시,청주그린스마트밸리(구:북이),조성중,1002 ,970 ,613 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,제천시,제천봉양,완료,134 ,134 ,91 ,91 ,91 ,0 ,100 ,0 ,0 
일반,충북,충주시,충주드림파크,조성중,1698 ,1683 ,1064 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주한국전통공예촌복합문화,미개발,303 ,303 ,59 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천테크노폴리스,조성중,806 ,806 ,590 ,148 ,148 ,0 ,100 ,4 ,0 
일반,충북,충주시,충주비즈코어시티,미개발,274 ,274 ,155 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,음성테크노폴리스,미개발,653 ,653 ,444 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,오송바이오,미개발,283 ,283 ,200 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,문백,미개발,299 ,298 ,172 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천스마트복합산업단지,미개발,1135 ,1135 ,763 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천메가폴리스산업단지,미개발,1460 ,1449 ,852 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주에어로폴리스3일반산업단지(충북경제자유구역),미개발,1129 ,1129 ,720 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,영동군,황간산업단지,미개발,210 ,210 ,142 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,음성삼성테크노,미개발,1481 ,1481 ,890 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,오창나노테크스마트밸리산업단지,미개발,1612 ,1612 ,922 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,충주법현산업단지,미개발,278 ,277 ,190 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,증평군,증평3일반산업단지,미개발,772 ,772 ,542 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,생극제2산업단지,미개발,403 ,403 ,281 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,중원제2일반산업단지,미개발,230 ,230 ,161 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주클래식스마트밸리산업단지,미개발,1126 ,1125 ,447 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천혁신스마트밸리산업단지,미개발,1003 ,1003 ,502 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,탄천,완료,996 ,996 ,652 ,652 ,652 ,0 ,100 ,34 ,28 
일반,충남,공주시,유구자카드,완료,96 ,96 ,61 ,61 ,61 ,0 ,100 ,12 ,8 
일반,충남,논산시,논산,완료,253 ,253 ,165 ,165 ,165 ,0 ,100 ,24 ,24 
일반,충남,논산시,논산2,완료,509 ,509 ,388 ,388 ,388 ,0 ,100 ,10 ,10 
일반,충남,논산시,동산,완료,729 ,728 ,476 ,476 ,476 ,0 ,100 ,22 ,15 
일반,충남,보령시,관창,조성중,2442 ,2442 ,1256 ,1256 ,1256 ,0 ,100 ,16 ,16 
일반,충남,보령시,영보,조성중,1251 ,1251 ,834 ,323 ,323 ,0 ,100 ,1 ,1 
일반,충남,서산시,대산,완료,1103 ,1103 ,863 ,863 ,863 ,0 ,100 ,4 ,4 
일반,충남,서산시,대죽,완료,2101 ,2101 ,1541 ,1541 ,1541 ,0 ,100 ,12 ,12 
일반,충남,서산시,서산테크노밸리,완료,1986 ,1986 ,683 ,683 ,683 ,0 ,100 ,68 ,49 
일반,충남,아산시,인주 (① + ② + ③),완료,3530 ,3527 ,2554 ,2554 ,2554 ,0 ,100 ,48 ,43 
일반,충남,아산시,   인주1 ①,완료,1553 ,1552 ,981 ,981 ,981 ,0 ,100 ,40 ,36 
일반,충남,아산시,   인주(외국인) ②,완료,165 ,164 ,159 ,159 ,159 ,0 ,100 ,7 ,6 
일반,충남,아산시,   아산현대모터스밸리(구 인주2) ③,완료,1812 ,1811 ,1414 ,1414 ,1414 ,0 ,100 ,1 ,1 
일반,충남,아산시,아산테크노밸리,완료,2984 ,2984 ,1374 ,1374 ,1374 ,0 ,100 ,83 ,80 
일반,충남,아산시,운용,완료,74 ,74 ,64 ,64 ,64 ,0 ,100 ,10 ,7 
일반,충남,천안시,천안3 (① + ②),완료,2134 ,2100 ,1385 ,1385 ,1385 ,0 ,100 ,52 ,50 
일반,충남,천안시,   천안제3 ①,완료,1641 ,1608 ,912 ,912 ,912 ,0 ,100 ,14 ,14 
일반,충남,천안시,   천안3(외국인) ②,완료,493 ,492 ,473 ,473 ,473 ,0 ,100 ,38 ,36 
일반,충남,천안시,천안제2[재생사업지구],완료,828 ,827 ,567 ,567 ,567 ,0 ,100 ,230 ,228 
일반,충남,천안시,천안제4,완료,1006 ,1006 ,629 ,629 ,629 ,0 ,100 ,85 ,85 
일반,충남,천안시,천안산업기술,완료,183 ,183 ,131 ,131 ,131 ,0 ,100 ,187 ,187 
일반,충남,천안시,천흥,완료,651 ,649 ,426 ,426 ,426 ,0 ,100 ,14 ,12 
일반,충남,천안시,풍세,완료,1645 ,1644 ,823 ,823 ,823 ,0 ,100 ,81 ,80 
일반,충남,당진시,합덕,완료,970 ,969 ,577 ,577 ,569 ,8 ,99 ,59 ,56 
일반,충남,홍성군,홍성,완료,1135 ,1135 ,772 ,772 ,730 ,42 ,95 ,9 ,9 
일반,충남,예산군,예산,완료,1507 ,1506 ,1030 ,1030 ,1030 ,0 ,100 ,45 ,40 
일반,충남,예산군,예산신소재,완료,1040 ,654 ,315 ,315 ,315 ,0 ,100 ,13 ,13 
일반,충남,서산시,대산컴플렉스,완료,648 ,648 ,478 ,478 ,478 ,0 ,100 ,3 ,3 
일반,충남,당진시,현대제철(구 송산),조성중,5717 ,5715 ,4341 ,4280 ,4280 ,0 ,100 ,1 ,1 
일반,충남,당진시,합덕인더스파크,완료,641 ,640 ,469 ,469 ,363 ,106 ,77 ,5 ,5 
일반,충남,당진시,당진1철강,조성중,2080 ,2012 ,1659 ,1659 ,1659 ,0 ,100 ,4 ,4 
일반,충남,서산시,현대대죽,조성중,673 ,671 ,609 ,609 ,609 ,0 ,100 ,4 ,2 
일반,충남,예산군,예당 (① + ②),미개발,1043 ,1043 ,666 ,666 ,666 ,0 ,100 ,57 ,47 
일반,충남,예산군,   예당(1공구) ①,완료,995 ,995 ,666 ,666 ,666 ,0 ,100 ,57 ,47 
일반,충남,예산군,   예당(2공구) ②,미개발,48 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,계룡시,계룡제1(구 입암),완료,323 ,323 ,156 ,156 ,156 ,0 ,100 ,26 ,26 
일반,충남,공주시,세종(구 가산),미개발,664 ,660 ,450 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산디스플레이시티2(구 탕정2),조성중,2095 ,2094 ,687 ,577 ,577 ,0 ,100 ,1 ,0 
